video_id,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,pitch_mean,pitch_std,energy
--Ymqszjv54.001,1.0472806616904138,0.570515872948256,-0.9361982300709368,2.291797697656053,0.8224460536570392,-0.7201980228124997,0.429659017146166,1.0124501541381143,-1.7593880069911003,1.547580654079691,1.772985893312668,-0.0659914177927807,-0.1786795587541357,-0.9668111980709267,0.1296283420936385,-0.1765446044106779,0.0522839062570947,0.2806559145926565,-0.4623453125807795,1.055176945080836,-0.757350451727999,-0.9956236964695886,1.349790427003121,0.4712269418284612,1.5206351114513572,1.8958919792030549,0.3707227869352455,0.1575516972019204,1.499757240286736
--Ymqszjv54.003,0.9481430792905492,0.7233579578578544,-1.3963184573610312,1.907983872572712,1.012530242542581,-0.8430815058159503,0.6361254055471877,0.3995998567572217,-1.617078014946185,0.4134485241954042,1.7443057877021997,0.7090527823626053,-0.0213222640463716,-0.5199000011163272,0.3707517025232936,0.107909636999344,0.4745384367059964,0.5599269847223699,-0.2449349826212373,1.9122118857497687,-0.7558085207541501,-1.0468102320967092,0.9157965632592564,0.4043020670991276,1.0573108835246812,1.459939917794192,0.6170882828936411,0.3510594970661236,1.7087709261962725
--Ymqszjv54.004,0.7296313411624754,1.0140988952061234,-1.6184952880428356,1.779942161860112,0.920288232807042,-0.903392141167711,0.3853949656649681,-0.1005476939060178,-1.5623459027685185,0.4589036252749523,1.506990176835998,-0.2748513358546115,0.0825892591533195,-0.4536388553790439,0.4017466745208989,-0.4573113208992325,0.7554850848025535,0.0612912619933125,0.2323912045789357,0.958414072412475,-0.6621585670090229,-0.8103882600958956,0.9896737431727536,0.3543982940471291,1.004160686692096,0.2773305267100869,0.7576582978532109,0.3024839175564411,1.176557677853186
--Ymqszjv54.005,0.8540191827720028,0.9450977753881288,-1.5363962498294257,1.91809658482386,0.9855075365937088,-0.5422570161299615,0.4705039986509121,0.281101878493115,-1.5390700815512286,0.1173295710086884,1.259925675808618,0.196709628424113,0.0342811627275132,0.0125881636028286,0.3406897589661981,0.083355223537425,0.9169171307129932,0.5196512056659739,0.1919934321294737,0.5016652880038348,-0.8203975222115896,-0.5556771374148956,0.465054989020598,-0.6939365131290194,1.3659116757753007,0.337545912848046,0.8327057295181489,0.4692278782688828,1.65579763368643
-2qsCrkXdWs.001,0.2206852669260307,0.1282345207210152,-1.7861691263899575,-0.2198605308849594,-1.0819806303803574,0.0087704588842822,0.8276958148243413,-0.5763972364337051,-1.1662632636235504,0.822930501574356,0.8268646833381889,-1.1109527841746332,-1.1571993587516547,0.1409030140692418,0.0046969748409034,-0.7374475980229606,-0.4420320484010236,-0.7552296488912991,0.2663390112365987,0.0876787028846466,-0.6680624584541346,0.1822264091464557,-0.4572716473076322,0.1171068785146711,-1.070340113694446,0.1439774956508706,1.6713375154758352,1.042478708605124,-0.3809843026091858
-55DRRMTppE.000,1.3535306985706683,-0.3593095447610414,0.5581209495476108,-0.8995220927847786,-0.0352106932256833,-0.2188015045635133,0.5654184407421488,-1.2222906211240046,1.533678993236708,0.6478890317749273,-1.09706710098205,1.154556552958519,-0.407367048417858,-0.0704213442681296,0.7423984352087265,0.0766874001376646,1.776466422175928,-0.4207614101780739,-0.5717710282073692,-0.8405428239572653,-0.1635576604879115,0.750961335641383,0.7156000552678965,1.2924878859601352,0.5554277833312727,1.7334912612058542,-0.0677300266703844,1.0371557778306808,2.508475371480544
-55DRRMTppE.005,1.455254960440621,-0.2522618858971497,0.1978989396640252,-0.5395260346742553,-0.2157085891438338,0.5430795620803698,0.7292616459885736,0.1019151364590951,1.1289322494974126,1.0246156957703496,-0.7768416725121551,1.6995612672433806,0.2309027939092601,1.0642064099957582,0.7215906793819173,0.1243536334561044,1.9085952284560563,-0.3494521612825885,-0.3656428945196268,0.1938798060363525,-0.0901708874148176,0.3321919533278962,0.360584915159558,-0.0193096445482008,0.2838318764781324,2.0310060280192106,0.6377103099955871,1.470336122951198,2.814888285560623
-5riMLK-PgU.001,-0.6276766002713705,-0.572566871429976,1.5042867515041736,-0.4111759185708183,-0.2643196526738163,-0.4432242852603857,-0.50050297720087,-1.4721062780803686,1.2676887253341562,-1.3725611527252577,-0.031339701019523,-0.5524679017670373,0.8419184223701609,-0.7316945418506655,-0.2344764068561538,-0.6369468374651516,0.0892313945304203,-1.3300967924577465,0.2874617588748853,-1.0988653964660116,-0.1923457030802124,-0.7665271347706246,-0.3115109359326277,-0.4649455655724374,0.6809789589657307,-0.9628964020558166,0.480381040036106,0.1758972241503491,-0.5317958296465591
-6otZ7M-Mro.000,1.2047355173683771,-0.8978467984649782,0.1031466414317718,0.5945223713886744,0.33000574784524,-0.9826668758249,0.5096702806415937,0.8580835599051838,-0.5882604136362686,-0.8612363642582442,0.7699287554610125,-0.1668394215751846,0.1316186610552009,-0.7601465484350487,0.1616309525382241,0.2440090615943219,-1.1242868198992004,-0.3032261028726416,0.2945767473696463,-0.8386399620424025,-1.1520451581379825,-0.3222513383570937,-0.0305541352471352,0.054441355439323,-0.5162437557497613,1.6914990905453071,-0.1022879386720559,0.4462993795325929,0.6290086012160367
-6otZ7M-Mro.001,0.7036794115802875,-0.3310540254650789,-0.4123180390407117,0.8236120306481632,0.6892862874033778,-0.6816175799769074,0.7760256122219222,0.6900186252861982,-0.7170784078403328,-0.7647318578201995,0.9336422460303232,-0.2665606839401324,0.4642056113979037,-0.9552294993221062,0.871230808661688,-0.440565193466595,-0.8982340083044055,-0.4217700166551362,1.0241874146519387,-0.8710894636226416,-0.3773436564324954,-1.1791764121872397,0.6075177855644895,-0.6060384704497631,-0.0516506963264042,0.2977540111746077,0.0399491068681236,0.6451539798159674,-0.1780878499492836
-8asrRvfJWA.003,-0.7389919627936691,-1.026214864294282,-0.0189932769407206,-0.9636743105985466,1.2407835386195472,-0.9560828542223034,0.2815385077449714,-0.1469601682459044,-0.7174801124366229,-0.8049157564863987,1.809457480310843,-0.8435288271836417,-0.5932804287526314,0.519214410730521,1.3675567051118112,-0.360173485340792,-0.0474463238652497,-0.8047602086929336,-0.8630752887832231,-0.8667538400778975,1.6354833192145233,-0.1474131320110003,-2.1368668554019066,-0.6011037180697268,0.1613359290568457,-0.9168444758230944,-1.207856638666018,-0.8443681154011624,-0.5938733887668478
-8asrRvfJWA.004,-0.6273660446010875,0.0078817364867304,0.4394053293932749,-1.5821326568774616,1.1597867527757777,-0.1541476316678377,-0.2057890614845068,-0.5413394663380853,-0.3680277481096232,-0.7215756977530826,1.2483285388666574,-1.2175553149634215,-0.654845949603342,1.2925491081934055,1.5355979968632456,0.5649040071620086,0.6025285203363155,-1.2322034613789534,-0.3702609419993758,-0.1321533785965697,2.270648416610899,0.5393711205078879,-1.3465608217003724,-0.053198205212174,-0.0050815108042934,-0.6369744587068688,-1.2752356529798112,-1.2123365911235862,-0.5466286640282033
