video_id,H_self,E_self,A_self,C_self,g_level_num
--Ymqszjv54.001,0.7444444444444444,0.5514018691588786,0.5274725274725275,0.6504854368932039,0.5
--Ymqszjv54.003,0.4666666666666667,0.3925233644859813,0.5164835164835165,0.4757281553398058,0.4270833333333333
--Ymqszjv54.004,0.5444444444444444,0.3177570093457944,0.5494505494505494,0.3689320388349514,0.3229166666666666
--Ymqszjv54.005,0.3444444444444444,0.2990654205607476,0.3736263736263736,0.3203883495145631,0.2916666666666666
-2qsCrkXdWs.001,0.611111111111111,0.4766355140186916,0.5934065934065933,0.5728155339805825,0.6041666666666666
-55DRRMTppE.000,0.6,0.5794392523364487,0.6483516483516484,0.7184466019417477,0.65625
-55DRRMTppE.005,0.7333333333333333,0.7383177570093458,0.7692307692307692,0.7378640776699029,0.6875
-5riMLK-PgU.001,0.5555555555555556,0.5046728971962617,0.5164835164835165,0.3009708737864077,0.3333333333333333
-6otZ7M-Mro.000,0.7,0.5514018691588786,0.6153846153846153,0.7281553398058251,0.59375
-6otZ7M-Mro.001,0.7,0.4672897196261683,0.7692307692307692,0.6990291262135921,0.5729166666666666
-8asrRvfJWA.003,0.4777777777777778,0.4485981308411215,0.4725274725274725,0.4466019417475728,0.3645833333333333
-8asrRvfJWA.004,0.8666666666666667,0.6728971962616823,0.6153846153846153,0.7864077669902914,0.6458333333333333
-9BZ8A9U7TE.000,0.4777777777777778,0.3831775700934579,0.4395604395604395,0.3495145631067961,0.3125
-9BZ8A9U7TE.003,0.4666666666666667,0.4299065420560748,0.5274725274725275,0.2718446601941747,0.4583333333333333
-9BZ8A9U7TE.004,0.611111111111111,0.5046728971962617,0.6043956043956044,0.4174757281553398,0.59375
-AmMDnVl4s8.003,0.7888888888888888,0.7663551401869159,0.824175824175824,0.7572815533980582,0.84375
-C5M9g4Quzc.002,0.4888888888888889,0.588785046728972,0.6153846153846153,0.4757281553398058,0.5104166666666666
-DOqN0d8KHw.002,0.611111111111111,0.4112149532710281,0.5714285714285714,0.4368932038834952,0.4479166666666667
-DOqN0d8KHw.003,0.5333333333333333,0.5514018691588786,0.6483516483516484,0.4951456310679611,0.4479166666666667
-Gl98Jn45Fs.000,0.5222222222222223,0.4485981308411215,0.5274725274725275,0.6213592233009709,0.5208333333333334
-IK--4uz5ZY.000,0.5888888888888889,0.5794392523364487,0.6043956043956044,0.6796116504854369,0.5625
-IK--4uz5ZY.002,0.5666666666666667,0.5420560747663552,0.5274725274725275,0.6601941747572816,0.6354166666666666
-IK--4uz5ZY.003,0.7444444444444444,0.6448598130841123,0.7032967032967032,0.6601941747572816,0.6770833333333334
-IK--4uz5ZY.004,0.811111111111111,0.7476635514018694,0.7472527472527474,0.6893203883495147,0.6770833333333334
-N6QKrbnaDs.005,0.5222222222222223,0.4859813084112149,0.4285714285714285,0.4563106796116505,0.4583333333333333
-NwfYYf5xLo.005,0.7444444444444444,0.7009345794392524,0.7252747252747254,0.6796116504854369,0.6979166666666666
-OXMbG7ZwRk.000,0.7444444444444444,0.5233644859813085,0.6153846153846153,0.7281553398058251,0.5520833333333334
-OXMbG7ZwRk.003,0.8222222222222221,0.4766355140186916,0.5054945054945055,0.5922330097087379,0.53125
-OXMbG7ZwRk.004,0.6333333333333333,0.3831775700934579,0.5384615384615384,0.4660194174757281,0.40625
-OXMbG7ZwRk.005,0.5444444444444444,0.3457943925233645,0.4615384615384615,0.5048543689320388,0.3854166666666667
-Osv5l1vrNU.001,0.5888888888888889,0.3738317757009345,0.6483516483516484,0.6310679611650486,0.5
-Osv5l1vrNU.004,0.7666666666666666,0.6074766355140188,0.7582417582417583,0.7669902912621359,0.7187499999999999
-R2SZu3SYgM.000,0.5777777777777777,0.2242990654205607,0.1978021978021978,0.1941747572815534,0.1666666666666666
-R2SZu3SYgM.004,0.5888888888888889,0.3364485981308411,0.3736263736263736,0.2912621359223301,0.4270833333333333
-RhPxhfpg4U.001,0.5111111111111111,0.4112149532710281,0.6483516483516484,0.7281553398058251,0.59375
-RhPxhfpg4U.003,0.5888888888888889,0.4859813084112149,0.7472527472527474,0.6990291262135921,0.6145833333333333
-RhPxhfpg4U.005,0.6333333333333333,0.5981308411214954,0.7032967032967032,0.6990291262135921,0.8229166666666667
-VTqcHNgH7M.002,0.5555555555555556,0.5233644859813085,0.6043956043956044,0.6213592233009709,0.6458333333333333
-VTqcHNgH7M.003,0.6222222222222222,0.4485981308411215,0.5604395604395604,0.5922330097087379,0.6770833333333334
-VTqcHNgH7M.004,0.5,0.4205607476635514,0.4285714285714285,0.6116504854368932,0.53125
-Wqk9eex6bQ.002,0.4444444444444445,0.4112149532710281,0.4945054945054945,0.5728155339805825,0.4375
-Wqk9eex6bQ.003,0.5222222222222223,0.5046728971962617,0.3846153846153846,0.5533980582524272,0.40625
-Wqk9eex6bQ.004,0.4,0.2897196261682243,0.4395604395604395,0.6310679611650486,0.3125
-Wqk9eex6bQ.005,0.4444444444444445,0.3738317757009345,0.4945054945054945,0.6019417475728155,0.46875
-aU2FN5pkWA.001,0.7333333333333333,0.7850467289719627,0.7692307692307692,0.6407766990291262,0.6979166666666666
-aU2FN5pkWA.004,0.5777777777777777,0.5140186915887851,0.5934065934065933,0.6310679611650486,0.4895833333333333
-agCXYgb7pI.004,0.4444444444444445,0.4392523364485981,0.6043956043956044,0.6407766990291262,0.5416666666666666
-awAu11kBZ0.000,0.5666666666666667,0.4485981308411215,0.4615384615384615,0.4174757281553398,0.4791666666666667
-c2HtptBFxY.002,0.4333333333333333,0.6168224299065421,0.5274725274725275,0.3495145631067961,0.5833333333333333
-c_tyGzShwk.004,0.7555555555555554,0.7757009345794394,0.7032967032967032,0.5533980582524272,0.7500000000000001
-fXqnCljdm0.000,0.2888888888888888,0.0934579439252336,0.2857142857142857,0.1262135922330096,0.2708333333333333
-fXqnCljdm0.003,0.1888888888888889,0.0186915887850467,0.1538461538461538,0.0485436893203883,0.0208333333333333
-fqiCqZtgYs.001,0.4111111111111111,0.308411214953271,0.2417582417582417,0.3592233009708738,0.4270833333333333
-fqiCqZtgYs.002,0.5777777777777777,0.2710280373831776,0.2637362637362637,0.3203883495145631,0.3333333333333333
-fqiCqZtgYs.003,0.4,0.2336448598130841,0.2967032967032966,0.2233009708737864,0.3229166666666666
-mt-IKgGhuY.004,0.6666666666666666,0.4485981308411215,0.7142857142857143,0.4563106796116505,0.6875
-utrsarZeIY.001,0.6222222222222222,0.5046728971962617,0.5824175824175825,0.5728155339805825,0.4583333333333333
-utrsarZeIY.004,0.4111111111111111,0.5233644859813085,0.5164835164835165,0.4368932038834952,0.3333333333333333
-zNyDPzId4E.001,0.5222222222222223,0.2897196261682243,0.4615384615384615,0.2912621359223301,0.4270833333333333
-zNyDPzId4E.003,0.6666666666666666,0.4859813084112149,0.5164835164835165,0.3980582524271845,0.53125
01qN-BqJXRM.005,0.5222222222222223,0.4299065420560748,0.4175824175824176,0.3592233009708738,0.4895833333333333
04oq2yrBwMg.001,0.5111111111111111,0.4112149532710281,0.4175824175824176,0.2912621359223301,0.4166666666666667
04oq2yrBwMg.004,0.3666666666666667,0.2242990654205607,0.3186813186813186,0.3300970873786408,0.3333333333333333
05l5bteT_qA.000,0.6666666666666666,0.6168224299065421,0.5714285714285714,0.6213592233009709,0.6354166666666666
05l5bteT_qA.001,0.7555555555555554,0.6448598130841123,0.5714285714285714,0.5048543689320388,0.59375
0C6i34q2-f8.000,0.4555555555555555,0.3644859813084112,0.4395604395604395,0.4077669902912622,0.3437499999999999
0C6i34q2-f8.001,0.3444444444444444,0.3738317757009345,0.4175824175824176,0.3495145631067961,0.3333333333333333
0C6i34q2-f8.003,0.6444444444444444,0.5046728971962617,0.5164835164835165,0.4660194174757281,0.4895833333333333
0D7W2pR4RpQ.004,0.6666666666666666,0.5420560747663552,0.5384615384615384,0.5048543689320388,0.4375
0FVu7VKIg2s.000,0.5,0.3925233644859813,0.4835164835164835,0.4174757281553398,0.4895833333333333
0G9vplL8ae8.001,0.4777777777777778,0.4018691588785047,0.3186813186813186,0.3592233009708738,0.40625
0G9vplL8ae8.003,0.5777777777777777,0.4018691588785047,0.5164835164835165,0.4077669902912622,0.46875
0LqfKzp11kg.000,0.7222222222222221,0.4672897196261683,0.5824175824175825,0.2427184466019417,0.5208333333333334
0MB91ku0eEw.003,0.5222222222222223,0.5981308411214954,0.8021978021978021,0.5728155339805825,0.5520833333333334
0ObEtA6Q8vU.002,0.7777777777777777,0.6822429906542057,0.7802197802197802,0.6116504854368932,0.7083333333333334
0ObEtA6Q8vU.003,0.611111111111111,0.5794392523364487,0.5604395604395604,0.6504854368932039,0.6354166666666666
0ObEtA6Q8vU.005,0.6222222222222222,0.5046728971962617,0.7032967032967032,0.5922330097087379,0.5208333333333334
0QTR0WiJSNk.001,0.5444444444444444,0.5327102803738318,0.6373626373626373,0.6116504854368932,0.6041666666666666
0RLFM1ehSFM.000,0.5888888888888889,0.4953271028037384,0.7032967032967032,0.6116504854368932,0.7916666666666667
0VnZngec8sc.001,0.811111111111111,0.5514018691588786,0.7252747252747254,0.5145631067961165,0.6770833333333334
0VnZngec8sc.003,0.7,0.6168224299065421,0.6923076923076923,0.6116504854368932,0.6875
0VnZngec8sc.004,0.6444444444444444,0.4485981308411215,0.5384615384615384,0.5242718446601942,0.4895833333333333
0Wr69VD_oXI.004,0.6777777777777777,0.5794392523364487,0.6923076923076923,0.5728155339805825,0.6145833333333333
0ZK5jQAvhFo.004,0.4555555555555555,0.5514018691588786,0.6263736263736264,0.4077669902912622,0.5208333333333334
0_xOGmydDN0.001,0.6222222222222222,0.4859813084112149,0.6153846153846153,0.6504854368932039,0.5833333333333333
0_xOGmydDN0.002,0.5333333333333333,0.4672897196261683,0.3956043956043956,0.4271844660194174,0.3958333333333333
0_xOGmydDN0.003,0.6333333333333333,0.5140186915887851,0.5054945054945055,0.4757281553398058,0.5416666666666666
0_xOGmydDN0.004,0.6555555555555556,0.4859813084112149,0.6153846153846153,0.5242718446601942,0.5729166666666666
0axZSeaUbfs.002,0.4111111111111111,0.3738317757009345,0.3956043956043956,0.2912621359223301,0.3749999999999999
0axZSeaUbfs.004,0.4888888888888889,0.3551401869158878,0.5824175824175825,0.3786407766990291,0.3333333333333333
0axZSeaUbfs.005,0.4,0.3457943925233645,0.4505494505494505,0.4174757281553398,0.4166666666666667
0dIqLMMn4jY.000,0.3444444444444444,0.3551401869158878,0.3076923076923076,0.1553398058252427,0.1874999999999999
0fMw9o1v2tY.001,0.4777777777777778,0.3457943925233645,0.3846153846153846,0.3689320388349514,0.40625
0fMw9o1v2tY.002,0.3555555555555556,0.2803738317757009,0.3516483516483516,0.3300970873786408,0.3333333333333333
